FID_Soil25,soilgroup,fertility,texture_to,soilserien,pH_top,soilseries,FID_wgs84_,AMPHOE_IDN,AMP_CODE,AMPHOE_T,AMPHOE_E,PROV_CODE,PROV_NAM_T,PROV_NAM_E,P_CODE,area_km2
378,33,ปานกลาง,ดินร่วน,กำแพงแสน,กรดจัดถึงกรดเล็กน้อย,Ks,104,7207,07,อ.สองพี่น้อง,Amphoe Song Phi Nong,72,จ.สุพรรณบุรี,Changwat Suphan Buri,SP,3.135988222802071
379,33,ปานกลาง,ดินร่วนเหนียวปนทรายแป้ง,กำแพงแสน,กรดจัดถึงกรดเล็กน้อย,Ks,104,7207,07,อ.สองพี่น้อง,Amphoe Song Phi Nong,72,จ.สุพรรณบุรี,Changwat Suphan Buri,SP,286.0503661222576
535,5,ปานกลาง,ดินร่วนเหนียวปนทรายแป้ง,มโนรมย์,กรดจัดมากถึงกรดเล็กน้อย,Mn,104,7207,07,อ.สองพี่น้อง,Amphoe Song Phi Nong,72,จ.สุพรรณบุรี,Changwat Suphan Buri,SP,1.698147852973846
792,4,ปานกลาง,ดินร่วนเหนียวปนทรายแป้ง,สระบุรี,กรดจัดถึงกรดเล็กน้อย,Sb,104,7207,07,อ.สองพี่น้อง,Amphoe Song Phi Nong,72,จ.สุพรรณบุรี,Changwat Suphan Buri,SP,5.654961480354028
793,SC,nan,,พื้นที่ลาดชันเชิงซ้อน,,SC,104,7207,07,อ.สองพี่น้อง,Amphoe Song Phi Nong,72,จ.สุพรรณบุรี,Changwat Suphan Buri,SP,0.47447230066240836
13,2,ปานกลาง,ดินเหนียว,ชุดดินอยุธยา,กรดจัดมากึงกรดจัด,Ay,104,7207,07,อ.สองพี่น้อง,Amphoe Song Phi Nong,72,จ.สุพรรณบุรี,Changwat Suphan Buri,SP,120.55737398753656
62,3,ปานกลาง,ดินเหนียว,บางเขน,กรดจัดมากึงกรดจัด,Bn,104,7207,07,อ.สองพี่น้อง,Amphoe Song Phi Nong,72,จ.สุพรรณบุรี,Changwat Suphan Buri,SP,12.000156583500518
383,33b,ปานกลาง,ดินร่วนเหนียวปนทรายแป้ง,กำแพงแสน,กรดจัดถึงกรดเล็กน้อย,Ks,104,7207,07,อ.สองพี่น้อง,Amphoe Song Phi Nong,72,จ.สุพรรณบุรี,Changwat Suphan Buri,SP,11.181257554997927
585,7,ปานกลาง,ดินร่วนเหนียวปนทรายแป้ง,นครปฐม,กรดปานกลางถึงเป็นกลาง,Np,104,7207,07,อ.สองพี่น้อง,Amphoe Song Phi Nong,72,จ.สุพรรณบุรี,Changwat Suphan Buri,SP,3.612370056179234
791,4,ปานกลาง,ดินเหนียวปนทรายแป้ง,สระบุรี,กรดจัดถึงกรดเล็กน้อย,Sb,104,7207,07,อ.สองพี่น้อง,Amphoe Song Phi Nong,72,จ.สุพรรณบุรี,Changwat Suphan Buri,SP,37.39673517924583
798,11,ปานกลาง,ดินเหนียว,เสนา,กรดจัดมาก,Se,104,7207,07,อ.สองพี่น้อง,Amphoe Song Phi Nong,72,จ.สุพรรณบุรี,Changwat Suphan Buri,SP,239.33145500859177
61,1,ปานกลาง,ดินร่วนปนดินเหนียว,บ้านหมี่,กรดจัดถึงกรดเล็กน้อย,Bm,90,7208,08,อ.สามชุก,Amphoe Sam Chuk,72,จ.สุพรรณบุรี,Changwat Suphan Buri,SP,2.803011445432163
120,33,ปานกลาง,ดินร่วนปนทรายแป้ง,เชียงใหม่,กรดจัดมากถึงเป็นกลาง,Cm,90,7208,08,อ.สามชุก,Amphoe Sam Chuk,72,จ.สุพรรณบุรี,Changwat Suphan Buri,SP,18.467057613675685
121,4,ปานกลาง,ดินร่วนเหนียวปนทรายแป้ง,ชัยนาท,กรดจัดถึงกรดเล็กน้อย,Cn,90,7208,08,อ.สามชุก,Amphoe Sam Chuk,72,จ.สุพรรณบุรี,Changwat Suphan Buri,SP,110.26903142803461
122,4,ปานกลาง,ดินร่วนปนทรายแป้ง,ชัยนาท,กรดจัดถึงกรดเล็กน้อย,Cn,90,7208,08,อ.สามชุก,Amphoe Sam Chuk,72,จ.สุพรรณบุรี,Changwat Suphan Buri,SP,13.488494505766917
148,7,ต่ำ,ดินร่วนเหนียวปนทราย,เดิมบาง,กรดจัดมากถึงกรดเล็กน้อย,Db,90,7208,08,อ.สามชุก,Amphoe Sam Chuk,72,จ.สุพรรณบุรี,Changwat Suphan Buri,SP,50.958595305089965
149,36,ปานกลาง,ดินร่วนปนทราย,ดอนเจดีย์,กรดจัดถึงกรดเล็กน้อย,Dc,90,7208,08,อ.สามชุก,Amphoe Sam Chuk,72,จ.สุพรรณบุรี,Changwat Suphan Buri,SP,44.08486361057419
379,33,ปานกลาง,ดินร่วนเหนียวปนทรายแป้ง,กำแพงแสน,กรดจัดถึงกรดเล็กน้อย,Ks,90,7208,08,อ.สามชุก,Amphoe Sam Chuk,72,จ.สุพรรณบุรี,Changwat Suphan Buri,SP,2.1477855868290714
380,33,ปานกลาง,ดินร่วนปนทรายแป้ง,กำแพงแสน,กรดจัดถึงกรดเล็กน้อย,Ks,90,7208,08,อ.สามชุก,Amphoe Sam Chuk,72,จ.สุพรรณบุรี,Changwat Suphan Buri,SP,0.18253042700205935
383,33b,ปานกลาง,ดินร่วนเหนียวปนทรายแป้ง,กำแพงแสน,กรดจัดถึงกรดเล็กน้อย,Ks,90,7208,08,อ.สามชุก,Amphoe Sam Chuk,72,จ.สุพรรณบุรี,Changwat Suphan Buri,SP,3.717310613814265
582,7,ปานกลาง,ดินเหนียว,นครปฐม,กรดปานกลางถึงเป็นกลาง,Np,90,7208,08,อ.สามชุก,Amphoe Sam Chuk,72,จ.สุพรรณบุรี,Changwat Suphan Buri,SP,0.44583997790076946
584,7,ปานกลาง,ดินเหนียวปนทรายแป้ง,นครปฐม,กรดปานกลางถึงเป็นกลาง,Np,90,7208,08,อ.สามชุก,Amphoe Sam Chuk,72,จ.สุพรรณบุรี,Changwat Suphan Buri,SP,36.20581563864424
585,7,ปานกลาง,ดินร่วนเหนียวปนทรายแป้ง,นครปฐม,กรดปานกลางถึงเป็นกลาง,Np,90,7208,08,อ.สามชุก,Amphoe Sam Chuk,72,จ.สุพรรณบุรี,Changwat Suphan Buri,SP,10.997817793827814
791,4,ปานกลาง,ดินเหนียวปนทรายแป้ง,สระบุรี,กรดจัดถึงกรดเล็กน้อย,Sb,90,7208,08,อ.สามชุก,Amphoe Sam Chuk,72,จ.สุพรรณบุรี,Changwat Suphan Buri,SP,4.9245404148565814
805,4,ปานกลาง,ดินร่วนเหนียวปนทรายแป้ง,สิงห์บุรี,กรดจัดถึงกรดเล็กน้อย,Sin,90,7208,08,อ.สามชุก,Amphoe Sam Chuk,72,จ.สุพรรณบุรี,Changwat Suphan Buri,SP,0.32442185111821686
145,18,ต่ำ,ดินร่วนเหนียวปนทราย,เดิมบาง,กรดจัดมากถึงกรดเล็กน้อย,Db,89,7210,10,อ.หนองหญ้าไซ,Amphoe Nong Ya Sai,72,จ.สุพรรณบุรี,Changwat Suphan Buri,SP,173.83510646785925
150,40,ปานกลาง,ดินร่วนปนทราย,ดอนเจดีย์,กรดจัดถึงกรดเล็กน้อย,Dc,89,7210,10,อ.หนองหญ้าไซ,Amphoe Nong Ya Sai,72,จ.สุพรรณบุรี,Changwat Suphan Buri,SP,49.52657126225548
167,33B,ปานกลาง,ดินร่วนปนทรายแป้ง,ดงยางเอน,กรดปานกลางถึงเป็นกลาง,Don,89,7210,10,อ.หนองหญ้าไซ,Amphoe Nong Ya Sai,72,จ.สุพรรณบุรี,Changwat Suphan Buri,SP,0.6775669574113875
363,36B,ต่ำ,ดินร่วนปนทราย,เขาพลอง,กรดจัดถึงกรดเล็กน้อย,Kpg,89,7210,10,อ.หนองหญ้าไซ,Amphoe Nong Ya Sai,72,จ.สุพรรณบุรี,Changwat Suphan Buri,SP,10.209102835966894
371,40B,ต่ำ,ดินร่วนปนทราย,เขาพลอง,กรดจัดถึงกรดเล็กน้อย,Kpg,89,7210,10,อ.หนองหญ้าไซ,Amphoe Nong Ya Sai,72,จ.สุพรรณบุรี,Changwat Suphan Buri,SP,7.28900340426383
535,5,ปานกลาง,ดินร่วนเหนียวปนทรายแป้ง,มโนรมย์,กรดจัดมากถึงกรดเล็กน้อย,Mn,89,7210,10,อ.หนองหญ้าไซ,Amphoe Nong Ya Sai,72,จ.สุพรรณบุรี,Changwat Suphan Buri,SP,100.60359370800053
800,38Bs,ต่ำ,ดินทรายปนดินร่วน,ไทรงาม,กรดจัดถึงกรดเล็กน้อย,Sg,89,7210,10,อ.หนองหญ้าไซ,Amphoe Nong Ya Sai,72,จ.สุพรรณบุรี,Changwat Suphan Buri,SP,23.151389626830245
148,7,ต่ำ,ดินร่วนเหนียวปนทราย,เดิมบาง,กรดจัดมากถึงกรดเล็กน้อย,Db,89,7210,10,อ.หนองหญ้าไซ,Amphoe Nong Ya Sai,72,จ.สุพรรณบุรี,Changwat Suphan Buri,SP,49.87069654055421
149,36,ปานกลาง,ดินร่วนปนทราย,ดอนเจดีย์,กรดจัดถึงกรดเล็กน้อย,Dc,89,7210,10,อ.หนองหญ้าไซ,Amphoe Nong Ya Sai,72,จ.สุพรรณบุรี,Changwat Suphan Buri,SP,0.6412141595032537
584,7,ปานกลาง,ดินเหนียวปนทรายแป้ง,นครปฐม,กรดปานกลางถึงเป็นกลาง,Np,89,7210,10,อ.หนองหญ้าไซ,Amphoe Nong Ya Sai,72,จ.สุพรรณบุรี,Changwat Suphan Buri,SP,13.745832022950491
107,46B,ต่ำ,ดินร่วนปนดินเหนียวปนกรวด,เชียงคาน,กรดเล็กน้อยถึงเป็นกลาง,Ch,96,7209,09,อ.อู่ทอง,Amphoe U Thong,72,จ.สุพรรณบุรี,Changwat Suphan Buri,SP,3.9408485832232656
148,7,ต่ำ,ดินร่วนเหนียวปนทราย,เดิมบาง,กรดจัดมากถึงกรดเล็กน้อย,Db,96,7209,09,อ.อู่ทอง,Amphoe U Thong,72,จ.สุพรรณบุรี,Changwat Suphan Buri,SP,66.14507522219381
167,33B,ปานกลาง,ดินร่วนปนทรายแป้ง,ดงยางเอน,กรดปานกลางถึงเป็นกลาง,Don,96,7209,09,อ.อู่ทอง,Amphoe U Thong,72,จ.สุพรรณบุรี,Changwat Suphan Buri,SP,42.36222824681888
220,47C,ปานกลาง,ดินร่วนปนดินเหนียว,หินซ้อน,กรดเล็กน้อยถึงด่างปานกลาง,Hs,96,7209,09,อ.อู่ทอง,Amphoe U Thong,72,จ.สุพรรณบุรี,Changwat Suphan Buri,SP,0.621237633197271
298,1,ปานกลาง,ดินเหนียว,โคกกระเทียม,กรดจัดถึงกรดเล็กน้อย,Kk,96,7209,09,อ.อู่ทอง,Amphoe U Thong,72,จ.สุพรรณบุรี,Changwat Suphan Buri,SP,19.900757423565192
315,31,ปานกลาง,ดินร่วนปนดินเหนียว,กลางดง,กรดจัดถึงกรดเล็กน้อย,Kld,96,7209,09,อ.อู่ทอง,Amphoe U Thong,72,จ.สุพรรณบุรี,Changwat Suphan Buri,SP,32.11259006722702
375,44B,ต่ำ,ดินทรายปนดินร่วน,เขาพลอง,กรดจัดถึงกรดเล็กน้อย,Kpg,96,7209,09,อ.อู่ทอง,Amphoe U Thong,72,จ.สุพรรณบุรี,Changwat Suphan Buri,SP,0.5454365437048743
378,33,ปานกลาง,ดินร่วน,กำแพงแสน,กรดจัดถึงกรดเล็กน้อย,Ks,96,7209,09,อ.อู่ทอง,Amphoe U Thong,72,จ.สุพรรณบุรี,Changwat Suphan Buri,SP,1.6621073340761863
379,33,ปานกลาง,ดินร่วนเหนียวปนทรายแป้ง,กำแพงแสน,กรดจัดถึงกรดเล็กน้อย,Ks,96,7209,09,อ.อู่ทอง,Amphoe U Thong,72,จ.สุพรรณบุรี,Changwat Suphan Buri,SP,71.03240663406697
401,28,สูง,ดินร่วนปนดินเหนียว,ลพบุรี,กรดเล็กน้อยถึงด่างปานกลาง,Lb,96,7209,09,อ.อู่ทอง,Amphoe U Thong,72,จ.สุพรรณบุรี,Changwat Suphan Buri,SP,19.052536391729408
404,28B,สูง,ดินร่วนปนดินเหนียว,ลพบุรี,กรดเล็กน้อยถึงด่างปานกลาง,Lb,96,7209,09,อ.อู่ทอง,Amphoe U Thong,72,จ.สุพรรณบุรี,Changwat Suphan Buri,SP,2.6053357041279908
514,47B,ปานกลาง,ดินร่วนปนดินเหนียว,มวกเหล็ก,กรดเล็กน้อยถึงเป็นกลาง,Ml,96,7209,09,อ.อู่ทอง,Amphoe U Thong,72,จ.สุพรรณบุรี,Changwat Suphan Buri,SP,4.2075412472849925
516,47C,ปานกลาง,ดินร่วนปนดินเหนียว,มวกเหล็ก,กรดเล็กน้อยถึงเป็นกลาง,Ml,96,7209,09,อ.อู่ทอง,Amphoe U Thong,72,จ.สุพรรณบุรี,Changwat Suphan Buri,SP,1.8811191387685633
517,47C,ปานกลาง,ดินร่วนปนดินเหนียวปนกรวด,มวกเหล็ก,กรดเล็กน้อยถึงเป็นกลาง,Ml,96,7209,09,อ.อู่ทอง,Amphoe U Thong,72,จ.สุพรรณบุรี,Changwat Suphan Buri,SP,0.2920266878890997
584,7,ปานกลาง,ดินเหนียวปนทรายแป้ง,นครปฐม,กรดปานกลางถึงเป็นกลาง,Np,96,7209,09,อ.อู่ทอง,Amphoe U Thong,72,จ.สุพรรณบุรี,Changwat Suphan Buri,SP,6.475757783410694
697,36,ต่ำ,ดินร่วนปนทราย,ปราณบุรี,กรดจัดถึงกรดเล็กน้อย,Pr,96,7209,09,อ.อู่ทอง,Amphoe U Thong,72,จ.สุพรรณบุรี,Changwat Suphan Buri,SP,2.2396331692988936
770,RL,nan,,ที่ดินเต็มไปด้วยก้อนหิน,,RL,96,7209,09,อ.อู่ทอง,Amphoe U Thong,72,จ.สุพรรณบุรี,Changwat Suphan Buri,SP,9.567904399477374
793,SC,nan,,พื้นที่ลาดชันเชิงซ้อน,,SC,96,7209,09,อ.อู่ทอง,Amphoe U Thong,72,จ.สุพรรณบุรี,Changwat Suphan Buri,SP,38.536178559566935
901,52B,สูง,ดินร่วนปนดินเหนียว,ตาคลี,เป็นกลางถึงด่างปานกลาง,Tk,96,7209,09,อ.อู่ทอง,Amphoe U Thong,72,จ.สุพรรณบุรี,Changwat Suphan Buri,SP,7.237064040825709
1040,31B,ปานกลาง,ดินร่วนปนดินเหนียว,วังสะพุง,กรดปานกลางถึงเป็นกลาง,Ws,96,7209,09,อ.อู่ทอง,Amphoe U Thong,72,จ.สุพรรณบุรี,Changwat Suphan Buri,SP,23.394949832479064
1041,31C,ปานกลาง,ดินร่วนปนดินเหนียว,วังสะพุง,กรดปานกลางถึงเป็นกลาง,Ws,96,7209,09,อ.อู่ทอง,Amphoe U Thong,72,จ.สุพรรณบุรี,Changwat Suphan Buri,SP,24.402165035981373
1045,55B,ปานกลาง,ดินร่วนปนดินเหนียว,วังสะพุง,กรดปานกลางถึงเป็นกลาง,Ws,96,7209,09,อ.อู่ทอง,Amphoe U Thong,72,จ.สุพรรณบุรี,Changwat Suphan Buri,SP,4.311299173073721
13,2,ปานกลาง,ดินเหนียว,ชุดดินอยุธยา,กรดจัดมากึงกรดจัด,Ay,96,7209,09,อ.อู่ทอง,Amphoe U Thong,72,จ.สุพรรณบุรี,Changwat Suphan Buri,SP,58.59254480580829
57,3,ปานกลาง,ดินเหนียว,บางเลน,กรดจัดถึงกรดเล็กน้อย,Bl,96,7209,09,อ.อู่ทอง,Amphoe U Thong,72,จ.สุพรรณบุรี,Changwat Suphan Buri,SP,2.2252744482614153
61,1,ปานกลาง,ดินร่วนปนดินเหนียว,บ้านหมี่,กรดจัดถึงกรดเล็กน้อย,Bm,96,7209,09,อ.อู่ทอง,Amphoe U Thong,72,จ.สุพรรณบุรี,Changwat Suphan Buri,SP,15.491894056358266
62,3,ปานกลาง,ดินเหนียว,บางเขน,กรดจัดมากึงกรดจัด,Bn,96,7209,09,อ.อู่ทอง,Amphoe U Thong,72,จ.สุพรรณบุรี,Changwat Suphan Buri,SP,25.848553260160823
121,4,ปานกลาง,ดินร่วนเหนียวปนทรายแป้ง,ชัยนาท,กรดจัดถึงกรดเล็กน้อย,Cn,96,7209,09,อ.อู่ทอง,Amphoe U Thong,72,จ.สุพรรณบุรี,Changwat Suphan Buri,SP,0.7301100093550494
122,4,ปานกลาง,ดินร่วนปนทรายแป้ง,ชัยนาท,กรดจัดถึงกรดเล็กน้อย,Cn,96,7209,09,อ.อู่ทอง,Amphoe U Thong,72,จ.สุพรรณบุรี,Changwat Suphan Buri,SP,0.06858889986811934
145,18,ต่ำ,ดินร่วนเหนียวปนทราย,เดิมบาง,กรดจัดมากถึงกรดเล็กน้อย,Db,96,7209,09,อ.อู่ทอง,Amphoe U Thong,72,จ.สุพรรณบุรี,Changwat Suphan Buri,SP,18.405168312533444
150,40,ปานกลาง,ดินร่วนปนทราย,ดอนเจดีย์,กรดจัดถึงกรดเล็กน้อย,Dc,96,7209,09,อ.อู่ทอง,Amphoe U Thong,72,จ.สุพรรณบุรี,Changwat Suphan Buri,SP,1.1668219883791284
383,33b,ปานกลาง,ดินร่วนเหนียวปนทรายแป้ง,กำแพงแสน,กรดจัดถึงกรดเล็กน้อย,Ks,96,7209,09,อ.อู่ทอง,Amphoe U Thong,72,จ.สุพรรณบุรี,Changwat Suphan Buri,SP,19.939631252420952
402,28b,สูง,ดินเหนียว,ลพบุรี,กรดเล็กน้อยถึงด่างปานกลาง,Lb,96,7209,09,อ.อู่ทอง,Amphoe U Thong,72,จ.สุพรรณบุรี,Changwat Suphan Buri,SP,15.949882629194894
585,7,ปานกลาง,ดินร่วนเหนียวปนทรายแป้ง,นครปฐม,กรดปานกลางถึงเป็นกลาง,Np,96,7209,09,อ.อู่ทอง,Amphoe U Thong,72,จ.สุพรรณบุรี,Changwat Suphan Buri,SP,7.365683300180321
791,4,ปานกลาง,ดินเหนียวปนทรายแป้ง,สระบุรี,กรดจัดถึงกรดเล็กน้อย,Sb,96,7209,09,อ.อู่ทอง,Amphoe U Thong,72,จ.สุพรรณบุรี,Changwat Suphan Buri,SP,40.03088268727442
798,11,ปานกลาง,ดินเหนียว,เสนา,กรดจัดมาก,Se,96,7209,09,อ.อู่ทอง,Amphoe U Thong,72,จ.สุพรรณบุรี,Changwat Suphan Buri,SP,12.930127499242706
799,11,ปานกลาง,ดินเหนียวปนทรายแป้ง,เสนา,กรดจัดมาก,Se,96,7209,09,อ.อู่ทอง,Amphoe U Thong,72,จ.สุพรรณบุรี,Changwat Suphan Buri,SP,5.772545687951968
896,52,สูง,ดินร่วนปนดินเหนียว,ตาคลี,เป็นกลางถึงด่างปานกลาง,Tk,96,7209,09,อ.อู่ทอง,Amphoe U Thong,72,จ.สุพรรณบุรี,Changwat Suphan Buri,SP,35.4639065480662
