ADM2_EN,ADM2_TH,ADM2_PCODE,ADM1_EN,ADM1_TH,ADM1_PCODE,ADM0_EN,ADM0_TH,ADM0_PCODE,REGION9,REGION6,DESTINATION
Hang Chat,ห้างฉัตร,TH5212,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,ภาคเหนือตอนบน,ภาคเหนือ,เมืองรอง
Mueang Pan,เมืองปาน,TH5213,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,ภาคเหนือตอนบน,ภาคเหนือ,เมืองรอง
Mueang Uttaradit,เมืองอุตรดิตถ์,TH5301,Uttaradit,อุตรดิตถ์,TH53,Thailand,ประเทศไทย,TH,ภาคเหนือตอนบน,ภาคเหนือ,เมืองรอง
Tron,ตรอน,TH5302,Uttaradit,อุตรดิตถ์,TH53,Thailand,ประเทศไทย,TH,ภาคเหนือตอนบน,ภาคเหนือ,เมืองรอง
Tha Pla,ท่าปลา,TH5303,Uttaradit,อุตรดิตถ์,TH53,Thailand,ประเทศไทย,TH,ภาคเหนือตอนบน,ภาคเหนือ,เมืองรอง
Nam Pat,น้ำปาด,TH5304,Uttaradit,อุตรดิตถ์,TH53,Thailand,ประเทศไทย,TH,ภาคเหนือตอนบน,ภาคเหนือ,เมืองรอง
Fak Tha,ฟากท่า,TH5305,Uttaradit,อุตรดิตถ์,TH53,Thailand,ประเทศไทย,TH,ภาคเหนือตอนบน,ภาคเหนือ,เมืองรอง
Ban Khok,บ้านโคก,TH5306,Uttaradit,อุตรดิตถ์,TH53,Thailand,ประเทศไทย,TH,ภาคเหนือตอนบน,ภาคเหนือ,เมืองรอง
Phichai,พิชัย,TH5307,Uttaradit,อุตรดิตถ์,TH53,Thailand,ประเทศไทย,TH,ภาคเหนือตอนบน,ภาคเหนือ,เมืองรอง
Laplae,ลับแล,TH5308,Uttaradit,อุตรดิตถ์,TH53,Thailand,ประเทศไทย,TH,ภาคเหนือตอนบน,ภาคเหนือ,เมืองรอง
Thong Saen Khan,ทองแสนขัน,TH5309,Uttaradit,อุตรดิตถ์,TH53,Thailand,ประเทศไทย,TH,ภาคเหนือตอนบน,ภาคเหนือ,เมืองรอง
Mueang Phrae,เมืองแพร่,TH5401,Phrae,แพร่,TH54,Thailand,ประเทศไทย,TH,ภาคเหนือตอนบน,ภาคเหนือ,เมืองรอง
Rong Kwang,ร้องกวาง,TH5402,Phrae,แพร่,TH54,Thailand,ประเทศไทย,TH,ภาคเหนือตอนบน,ภาคเหนือ,เมืองรอง
Long,ลอง,TH5403,Phrae,แพร่,TH54,Thailand,ประเทศไทย,TH,ภาคเหนือตอนบน,ภาคเหนือ,เมืองรอง
Sung Men,สูงเม่น,TH5404,Phrae,แพร่,TH54,Thailand,ประเทศไทย,TH,ภาคเหนือตอนบน,ภาคเหนือ,เมืองรอง
Den Chai,เด่นชัย,TH5405,Phrae,แพร่,TH54,Thailand,ประเทศไทย,TH,ภาคเหนือตอนบน,ภาคเหนือ,เมืองรอง
Song,สอง,TH5406,Phrae,แพร่,TH54,Thailand,ประเทศไทย,TH,ภาคเหนือตอนบน,ภาคเหนือ,เมืองรอง
Wang Chin,วังชิ้น,TH5407,Phrae,แพร่,TH54,Thailand,ประเทศไทย,TH,ภาคเหนือตอนบน,ภาคเหนือ,เมืองรอง
Nong Muang Khai,หนองม่วงไข่,TH5408,Phrae,แพร่,TH54,Thailand,ประเทศไทย,TH,ภาคเหนือตอนบน,ภาคเหนือ,เมืองรอง
Mueang Nan,เมืองน่าน,TH5501,Nan,น่าน,TH55,Thailand,ประเทศไทย,TH,ภาคเหนือตอนบน,ภาคเหนือ,เมืองรอง
Mae Charim,แม่จริม,TH5502,Nan,น่าน,TH55,Thailand,ประเทศไทย,TH,ภาคเหนือตอนบน,ภาคเหนือ,เมืองรอง
Ban Luang,บ้านหลวง,TH5503,Nan,น่าน,TH55,Thailand,ประเทศไทย,TH,ภาคเหนือตอนบน,ภาคเหนือ,เมืองรอง
Na Noi,นาน้อย,TH5504,Nan,น่าน,TH55,Thailand,ประเทศไทย,TH,ภาคเหนือตอนบน,ภาคเหนือ,เมืองรอง
Pua,ปัว,TH5505,Nan,น่าน,TH55,Thailand,ประเทศไทย,TH,ภาคเหนือตอนบน,ภาคเหนือ,เมืองรอง
Tha Wang Pha,ท่าวังผา,TH5506,Nan,น่าน,TH55,Thailand,ประเทศไทย,TH,ภาคเหนือตอนบน,ภาคเหนือ,เมืองรอง
Wiang Sa,เวียงสา,TH5507,Nan,น่าน,TH55,Thailand,ประเทศไทย,TH,ภาคเหนือตอนบน,ภาคเหนือ,เมืองรอง
Thung Chang,ทุ่งช้าง,TH5508,Nan,น่าน,TH55,Thailand,ประเทศไทย,TH,ภาคเหนือตอนบน,ภาคเหนือ,เมืองรอง
Chiang Klang,เชียงกลาง,TH5509,Nan,น่าน,TH55,Thailand,ประเทศไทย,TH,ภาคเหนือตอนบน,ภาคเหนือ,เมืองรอง
Na Muen,นาหมื่น,TH5510,Nan,น่าน,TH55,Thailand,ประเทศไทย,TH,ภาคเหนือตอนบน,ภาคเหนือ,เมืองรอง
Santi Suk,สันติสุข,TH5511,Nan,น่าน,TH55,Thailand,ประเทศไทย,TH,ภาคเหนือตอนบน,ภาคเหนือ,เมืองรอง
Bo Kluea,บ่อเกลือ,TH5512,Nan,น่าน,TH55,Thailand,ประเทศไทย,TH,ภาคเหนือตอนบน,ภาคเหนือ,เมืองรอง
Song Khwae,สองแคว,TH5513,Nan,น่าน,TH55,Thailand,ประเทศไทย,TH,ภาคเหนือตอนบน,ภาคเหนือ,เมืองรอง
Phu Phiang,ภูเพียง,TH5514,Nan,น่าน,TH55,Thailand,ประเทศไทย,TH,ภาคเหนือตอนบน,ภาคเหนือ,เมืองรอง
Chaloem Phra Kiat,เฉลิมพระเกียรติ,TH5515,Nan,น่าน,TH55,Thailand,ประเทศไทย,TH,ภาคเหนือตอนบน,ภาคเหนือ,เมืองรอง
Mueang Phayao,เมืองพะเยา,TH5601,Phayao,พะเยา,TH56,Thailand,ประเทศไทย,TH,ภาคเหนือตอนบน,ภาคเหนือ,เมืองรอง
Chun,จุน,TH5602,Phayao,พะเยา,TH56,Thailand,ประเทศไทย,TH,ภาคเหนือตอนบน,ภาคเหนือ,เมืองรอง
Chiang Kham,เชียงคำ,TH5603,Phayao,พะเยา,TH56,Thailand,ประเทศไทย,TH,ภาคเหนือตอนบน,ภาคเหนือ,เมืองรอง
Chiang Muan,เชียงม่วน,TH5604,Phayao,พะเยา,TH56,Thailand,ประเทศไทย,TH,ภาคเหนือตอนบน,ภาคเหนือ,เมืองรอง
Dok Khamtai,ดอกคำใต้,TH5605,Phayao,พะเยา,TH56,Thailand,ประเทศไทย,TH,ภาคเหนือตอนบน,ภาคเหนือ,เมืองรอง
Pong,ปง,TH5606,Phayao,พะเยา,TH56,Thailand,ประเทศไทย,TH,ภาคเหนือตอนบน,ภาคเหนือ,เมืองรอง
Mae Chai,แม่ใจ,TH5607,Phayao,พะเยา,TH56,Thailand,ประเทศไทย,TH,ภาคเหนือตอนบน,ภาคเหนือ,เมืองรอง
Phu Sang,ภูซาง,TH5608,Phayao,พะเยา,TH56,Thailand,ประเทศไทย,TH,ภาคเหนือตอนบน,ภาคเหนือ,เมืองรอง
Phu Kamyao,ภูกามยาว,TH5609,Phayao,พะเยา,TH56,Thailand,ประเทศไทย,TH,ภาคเหนือตอนบน,ภาคเหนือ,เมืองรอง
Mueang Chiang Rai,เมืองเชียงราย,TH5701,Chiang Rai,เชียงราย,TH57,Thailand,ประเทศไทย,TH,ภาคเหนือตอนบน,ภาคเหนือ,เมืองรอง
Wiang Chai,เวียงชัย,TH5702,Chiang Rai,เชียงราย,TH57,Thailand,ประเทศไทย,TH,ภาคเหนือตอนบน,ภาคเหนือ,เมืองรอง
Chiang Khong,เชียงของ,TH5703,Chiang Rai,เชียงราย,TH57,Thailand,ประเทศไทย,TH,ภาคเหนือตอนบน,ภาคเหนือ,เมืองรอง
Thoeng,เทิง,TH5704,Chiang Rai,เชียงราย,TH57,Thailand,ประเทศไทย,TH,ภาคเหนือตอนบน,ภาคเหนือ,เมืองรอง
Phan,พาน,TH5705,Chiang Rai,เชียงราย,TH57,Thailand,ประเทศไทย,TH,ภาคเหนือตอนบน,ภาคเหนือ,เมืองรอง
Pa Daet,ป่าแดด,TH5706,Chiang Rai,เชียงราย,TH57,Thailand,ประเทศไทย,TH,ภาคเหนือตอนบน,ภาคเหนือ,เมืองรอง
Mae Chan,แม่จัน,TH5707,Chiang Rai,เชียงราย,TH57,Thailand,ประเทศไทย,TH,ภาคเหนือตอนบน,ภาคเหนือ,เมืองรอง
Chiang Saen,เชียงแสน,TH5708,Chiang Rai,เชียงราย,TH57,Thailand,ประเทศไทย,TH,ภาคเหนือตอนบน,ภาคเหนือ,เมืองรอง
Mae Sai,แม่สาย,TH5709,Chiang Rai,เชียงราย,TH57,Thailand,ประเทศไทย,TH,ภาคเหนือตอนบน,ภาคเหนือ,เมืองรอง
Mae Suai,แม่สรวย,TH5710,Chiang Rai,เชียงราย,TH57,Thailand,ประเทศไทย,TH,ภาคเหนือตอนบน,ภาคเหนือ,เมืองรอง
Wiang Pa Pao,เวียงป่าเป้า,TH5711,Chiang Rai,เชียงราย,TH57,Thailand,ประเทศไทย,TH,ภาคเหนือตอนบน,ภาคเหนือ,เมืองรอง
Phaya Mengrai,พญาเม็งราย,TH5712,Chiang Rai,เชียงราย,TH57,Thailand,ประเทศไทย,TH,ภาคเหนือตอนบน,ภาคเหนือ,เมืองรอง
Wiang Kaen,เวียงแก่น,TH5713,Chiang Rai,เชียงราย,TH57,Thailand,ประเทศไทย,TH,ภาคเหนือตอนบน,ภาคเหนือ,เมืองรอง
Khun Tan,ขุนตาล,TH5714,Chiang Rai,เชียงราย,TH57,Thailand,ประเทศไทย,TH,ภาคเหนือตอนบน,ภาคเหนือ,เมืองรอง
Mae Fa Luang,แม่ฟ้าหลวง,TH5715,Chiang Rai,เชียงราย,TH57,Thailand,ประเทศไทย,TH,ภาคเหนือตอนบน,ภาคเหนือ,เมืองรอง
Mae Lao,แม่ลาว,TH5716,Chiang Rai,เชียงราย,TH57,Thailand,ประเทศไทย,TH,ภาคเหนือตอนบน,ภาคเหนือ,เมืองรอง
Wiang Chiang Rung,เวียงเชียงรุ้ง,TH5717,Chiang Rai,เชียงราย,TH57,Thailand,ประเทศไทย,TH,ภาคเหนือตอนบน,ภาคเหนือ,เมืองรอง
Doi Luang,ดอยหลวง,TH5718,Chiang Rai,เชียงราย,TH57,Thailand,ประเทศไทย,TH,ภาคเหนือตอนบน,ภาคเหนือ,เมืองรอง
Mueang Mae Hong Son,เมืองแม่ฮ่องสอน,TH5801,Mae Hong Son,แม่ฮ่องสอน,TH58,Thailand,ประเทศไทย,TH,ภาคเหนือตอนบน,ภาคเหนือ,เมืองรอง
Khun Yuam,ขุนยวม,TH5802,Mae Hong Son,แม่ฮ่องสอน,TH58,Thailand,ประเทศไทย,TH,ภาคเหนือตอนบน,ภาคเหนือ,เมืองรอง
Pai,ปาย,TH5803,Mae Hong Son,แม่ฮ่องสอน,TH58,Thailand,ประเทศไทย,TH,ภาคเหนือตอนบน,ภาคเหนือ,เมืองรอง
Mae Sariang,แม่สะเรียง,TH5804,Mae Hong Son,แม่ฮ่องสอน,TH58,Thailand,ประเทศไทย,TH,ภาคเหนือตอนบน,ภาคเหนือ,เมืองรอง
Mae La Noi,แม่ลาน้อย,TH5805,Mae Hong Son,แม่ฮ่องสอน,TH58,Thailand,ประเทศไทย,TH,ภาคเหนือตอนบน,ภาคเหนือ,เมืองรอง
Sop Moei,สบเมย,TH5806,Mae Hong Son,แม่ฮ่องสอน,TH58,Thailand,ประเทศไทย,TH,ภาคเหนือตอนบน,ภาคเหนือ,เมืองรอง
Pang Mapha,ปางมะผ้า,TH5807,Mae Hong Son,แม่ฮ่องสอน,TH58,Thailand,ประเทศไทย,TH,ภาคเหนือตอนบน,ภาคเหนือ,เมืองรอง
