ADM2_EN,ADM2_TH,ADM2_PCODE,ADM1_EN,ADM1_TH,ADM1_PCODE,ADM0_EN,ADM0_TH,ADM0_PCODE,REGION9,REGION6,DESTINATION
Plaeng Yao,แปลงยาว,TH2409,Chachoengsao,ฉะเชิงเทรา,TH24,Thailand,ประเทศไทย,TH,ภาคตะวันออก,ภาคตะวันออก,เมืองหลัก
Tha Takiap,ท่าตะเกียบ,TH2410,Chachoengsao,ฉะเชิงเทรา,TH24,Thailand,ประเทศไทย,TH,ภาคตะวันออก,ภาคตะวันออก,เมืองหลัก
Khlong Khuean,คลองเขื่อน,TH2411,Chachoengsao,ฉะเชิงเทรา,TH24,Thailand,ประเทศไทย,TH,ภาคตะวันออก,ภาคตะวันออก,เมืองหลัก
Mueang Prachin Buri,เมืองปราจีนบุรี,TH2501,Prachin Buri,ปราจีนบุรี,TH25,Thailand,ประเทศไทย,TH,ภาคตะวันออก,ภาคตะวันออก,เมืองรอง
Kabin Buri,กบินทร์บุรี,TH2502,Prachin Buri,ปราจีนบุรี,TH25,Thailand,ประเทศไทย,TH,ภาคตะวันออก,ภาคตะวันออก,เมืองรอง
Na Di,นาดี,TH2503,Prachin Buri,ปราจีนบุรี,TH25,Thailand,ประเทศไทย,TH,ภาคตะวันออก,ภาคตะวันออก,เมืองรอง
Ban Sang,บ้านสร้าง,TH2506,Prachin Buri,ปราจีนบุรี,TH25,Thailand,ประเทศไทย,TH,ภาคตะวันออก,ภาคตะวันออก,เมืองรอง
Prachantakham,ประจันตคาม,TH2507,Prachin Buri,ปราจีนบุรี,TH25,Thailand,ประเทศไทย,TH,ภาคตะวันออก,ภาคตะวันออก,เมืองรอง
Si Maha Phot,ศรีมหาโพธิ,TH2508,Prachin Buri,ปราจีนบุรี,TH25,Thailand,ประเทศไทย,TH,ภาคตะวันออก,ภาคตะวันออก,เมืองรอง
Si Mahosot,ศรีมโหสถ,TH2509,Prachin Buri,ปราจีนบุรี,TH25,Thailand,ประเทศไทย,TH,ภาคตะวันออก,ภาคตะวันออก,เมืองรอง
Mueang Sa Kaeo,เมืองสระแก้ว,TH2701,Sa Kaeo,สระแก้ว,TH27,Thailand,ประเทศไทย,TH,ภาคตะวันออก,ภาคตะวันออก,เมืองรอง
Khlong Hat,คลองหาด,TH2702,Sa Kaeo,สระแก้ว,TH27,Thailand,ประเทศไทย,TH,ภาคตะวันออก,ภาคตะวันออก,เมืองรอง
Ta Phraya,ตาพระยา,TH2703,Sa Kaeo,สระแก้ว,TH27,Thailand,ประเทศไทย,TH,ภาคตะวันออก,ภาคตะวันออก,เมืองรอง
Wang Nam Yen,วังน้ำเย็น,TH2704,Sa Kaeo,สระแก้ว,TH27,Thailand,ประเทศไทย,TH,ภาคตะวันออก,ภาคตะวันออก,เมืองรอง
Watthana Nakhon,วัฒนานคร,TH2705,Sa Kaeo,สระแก้ว,TH27,Thailand,ประเทศไทย,TH,ภาคตะวันออก,ภาคตะวันออก,เมืองรอง
Aranyaprathet,อรัญประเทศ,TH2706,Sa Kaeo,สระแก้ว,TH27,Thailand,ประเทศไทย,TH,ภาคตะวันออก,ภาคตะวันออก,เมืองรอง
Khao Chakan,เขาฉกรรจ์,TH2707,Sa Kaeo,สระแก้ว,TH27,Thailand,ประเทศไทย,TH,ภาคตะวันออก,ภาคตะวันออก,เมืองรอง
Khok Sung,โคกสูง,TH2708,Sa Kaeo,สระแก้ว,TH27,Thailand,ประเทศไทย,TH,ภาคตะวันออก,ภาคตะวันออก,เมืองรอง
Wang Sombun,วังสมบูรณ์,TH2709,Sa Kaeo,สระแก้ว,TH27,Thailand,ประเทศไทย,TH,ภาคตะวันออก,ภาคตะวันออก,เมืองรอง
