ADM2_EN,ADM2_TH,ADM2_PCODE,ADM1_EN,ADM1_TH,ADM1_PCODE,ADM0_EN,ADM0_TH,ADM0_PCODE,REGION9,REGION6,DESTINATION
Sawankhalok,สวรรคโลก,TH6407,Sukhothai,สุโขทัย,TH64,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคเหนือ,เมืองรอง
Si Nakhon,ศรีนคร,TH6408,Sukhothai,สุโขทัย,TH64,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคเหนือ,เมืองรอง
Thung Saliam,ทุ่งเสลี่ยม,TH6409,Sukhothai,สุโขทัย,TH64,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคเหนือ,เมืองรอง
Mueang Phitsanulok,เมืองพิษณุโลก,TH6501,Phitsanulok,พิษณุโลก,TH65,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคเหนือ,เมืองรอง
Nakhon Thai,นครไทย,TH6502,Phitsanulok,พิษณุโลก,TH65,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคเหนือ,เมืองรอง
Chat Trakan,ชาติตระการ,TH6503,Phitsanulok,พิษณุโลก,TH65,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคเหนือ,เมืองรอง
Bang Rakam,บางระกำ,TH6504,Phitsanulok,พิษณุโลก,TH65,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคเหนือ,เมืองรอง
Bang Krathum,บางกระทุ่ม,TH6505,Phitsanulok,พิษณุโลก,TH65,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคเหนือ,เมืองรอง
Phrom Phiram,พรหมพิราม,TH6506,Phitsanulok,พิษณุโลก,TH65,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคเหนือ,เมืองรอง
Wat Bot,วัดโบสถ์,TH6507,Phitsanulok,พิษณุโลก,TH65,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคเหนือ,เมืองรอง
Wang Thong,วังทอง,TH6508,Phitsanulok,พิษณุโลก,TH65,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคเหนือ,เมืองรอง
Noen Maprang,เนินมะปราง,TH6509,Phitsanulok,พิษณุโลก,TH65,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคเหนือ,เมืองรอง
Mueang Phichit,เมืองพิจิตร,TH6601,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคเหนือ,เมืองรอง
Wang Sai Phun,วังทรายพูน,TH6602,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคเหนือ,เมืองรอง
Pho Prathap Chang,โพธิ์ประทับช้าง,TH6603,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคเหนือ,เมืองรอง
Taphan Hin,ตะพานหิน,TH6604,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคเหนือ,เมืองรอง
Bang Mun Nak,บางมูลนาก,TH6605,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคเหนือ,เมืองรอง
Pho Thale,โพทะเล,TH6606,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคเหนือ,เมืองรอง
Sam Ngam,สามง่าม,TH6607,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคเหนือ,เมืองรอง
Tap Khlo,ทับคล้อ,TH6608,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคเหนือ,เมืองรอง
Sak Lek,สากเหล็ก,TH6609,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคเหนือ,เมืองรอง
Bueng Na Rang,บึงนาราง,TH6610,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคเหนือ,เมืองรอง
Dong Charoen,ดงเจริญ,TH6611,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคเหนือ,เมืองรอง
Wachirabarami,วชิรบารมี,TH6612,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคเหนือ,เมืองรอง
Mueang Phetchabun,เมืองเพชรบูรณ์,TH6701,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคเหนือ,เมืองรอง
Chon Daen,ชนแดน,TH6702,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคเหนือ,เมืองรอง
Lom Sak,หล่มสัก,TH6703,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคเหนือ,เมืองรอง
Lom Kao,หล่มเก่า,TH6704,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคเหนือ,เมืองรอง
Wichian Buri,วิเชียรบุรี,TH6705,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคเหนือ,เมืองรอง
Si Thep,ศรีเทพ,TH6706,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคเหนือ,เมืองรอง
Nong Phai,หนองไผ่,TH6707,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคเหนือ,เมืองรอง
Bueng Sam Phan,บึงสามพัน,TH6708,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคเหนือ,เมืองรอง
Nam Nao,น้ำหนาว,TH6709,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคเหนือ,เมืองรอง
Wang Pong,วังโป่ง,TH6710,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคเหนือ,เมืองรอง
Khao Kho,เขาค้อ,TH6711,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,ภาคเหนือตอนล่าง,ภาคเหนือ,เมืองรอง
